,Dataset,Story,Reid,Thomas,Elahe,Agreement,Gold,Label,Narrative Clause
train,Elahe,26,Stative- Local Context,Stative- Local Context,Stative- Local Context,3,Stative- Local Context,Orientation,( Really about 48 hours)
train,Elahe,26,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"So tomorrow I am going to try to go take the last one I need for MCITP 70-647,"
train,Elahe,26,Evaluation,Stative- Local Context,Evaluation,2,Evaluation,Evaluation,but they say the testing center will be full.
train,Elahe,26,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,We will see if I can get finished tomorrow.
train,Elahe,26,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"I also want to take the Office Communication Server exam,"
train,Elahe,26,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,but we will see.
train,Elahe,26,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,It's a great rush to take test again.
train,Elahe,26,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,It's been a fun week!
train,Elahe,26,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,When was the last MCP test you took?
train,Elahe,26,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,Do you have a lower MCP number than mine?
train,Elahe,26,Orientation,Orientation,Stative- Local Context,2,Orientation,Orientation,"Mine is 36079,"
train,Elahe,26,Orientation,Orientation,Stative- Local Context,2,Orientation,Orientation,they are assigned in order of when you pass your first exam
train,Elahe,26,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,I am old school.
train,Elahe,27,Orientation,Orientation,Orientation,3,Orientation,Orientation,Last time out I reported on all the things I missed on Thursday;
train,Elahe,27,Orientation,Orientation,Orientation,3,Orientation,Orientation,it was a long list.
train,Elahe,27,Orientation,Orientation,Orientation,3,Orientation,Orientation,What I saw on Thursday was actually a very short list.
train,Elahe,27,Orientation,Orientation,Orientation,3,Orientation,Orientation,This year we were staying at the DoubleTree near the freeway and about a mile from the Convention Center.
train,Elahe,27,Evaluation,Orientation,Evaluation,2,Evaluation,Evaluation,"Except for a couple of strange happenstances with room service, we really liked the hotel"
train,Elahe,27,Orientation,Orientation,Evaluation,2,Orientation,Orientation,and it was a lot less expensive than the W where we stayed last year.
train,Elahe,27,Action,Action,Action,3,Action,Action,We actually got into our room earlier than we expected
train,Elahe,27,Action,Action,Action,3,Action,Action,and headed down
train,Elahe,27,Action,Action,Action,3,Action,Action,and waited about 10 minutes for the shuttle to arrive.
train,Elahe,27,Stative - Implied Action,Stative - Implied Action,Stative- Local Context,2,Stative - Implied Action,Action,We were at the convention center in about 10 minutes and amazingly had our badges about 10 minutes after that.
train,Elahe,27,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,The lack of on-site registration really seemed to streamline the whole process.
train,Elahe,27,Action,Action,Action,3,Action,Action,"As we always do, we headed directly to Room 8, home of most of the Mark Evanier-led panels."
train,Elahe,27,Action,Action,Action,3,Action,Action,As we got there he was interviewing letterer Todd Klein.
train,Elahe,27,Evaluation,Evaluation,Action,2,Evaluation,Evaluation,"I found it fascinating,"
train,Elahe,27,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,wife wife may have found it boring.
train,Elahe,27,Action,Action,Action,3,Action,Action,We sat through it
train,Elahe,27,Action,Action,Action,3,Action,Action,"and moved closer to the front when it ended to get a better seat for the Golden/Silver Age of Comics panel that is a yearly highlight of the con for me,"
train,Elahe,27,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,and this year was no different.
train,Elahe,27,Stative- Local Context,Stative- Local Context,Action,2,Stative- Local Context,Orientation,"Mark presided over a panel of comic greats: Al Jaffee, Russ Heath, Larry Lieber, Jerry Robinson and Al Feldstein."
train,Elahe,27,Evaluation,Stative- Local Context,Stative- Local Context,2,Stative- Local Context,Orientation,"Jaffee was the only one I had never seen before,"
train,Elahe,27,Evaluation,Evaluation,Stative- Local Context,2,Evaluation,Evaluation,"but I could sit and listen to these guys for hours, though we only had an hour and a half."
train,Elahe,27,Evaluation,Evaluation,Stative- Local Context,2,Evaluation,Evaluation,It flew by.
train,Elahe,27,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"I don't remember right now a thing anyone said during the panel,"
train,Elahe,27,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,but I do recall that I was surprised at how much work Jaffee and Feldstein had done pre-EC/Mad.
train,Elahe,27,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"After that, I wanted to hang around for the Dexter panel,"
train,Elahe,27,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,but neither of us felt like standing in the outrageously long line.
train,Elahe,27,Orientation,Orientation,Orientation,3,Orientation,Orientation,"The whole town was plastered with Dexter billboards declaring ""Power-Saw To The People."""
train,Elahe,27,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"As an aside, I really dislike the way the con now handles the lines for 6A, 6B and the ginormous 6CDEF."
train,Elahe,27,Orientation,Orientation,Stative- Local Context,2,Orientation,Orientation,"The weave them in and out of the hallways in long narrow lines, that does not seem to be much of an improvement to the old days, when you just walked into any door to the room and took a seat."
train,Elahe,27,Orientation,Orientation,Stative- Local Context,2,Orientation,Orientation,Now all the rooms have designated entrances and exits
train,Elahe,27,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"and it doesn't improve much, if you ask me;"
train,Elahe,27,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,but no one is.
test,Elahe,28,Orientation,Orientation,Orientation,3,Orientation,Orientation,"When I come to a place, I really like to get into the spirit of the place."
test,Elahe,28,Orientation,Orientation,Orientation,3,Orientation,Orientation,This manifests itself in various ways;
test,Elahe,28,Orientation,Orientation,Orientation,3,Orientation,Orientation,"my insistence on eating Sabrett hot dogs and thin-crust pizza while watching a Yankee game when I am in New York City (I know, I am a man of simple pleasures), drinking cappuccinos when in Rome, and doing Bikram Yoga to get in touch with my... whatever... in Berkeley."
test,Elahe,28,Orientation,Evaluation,Orientation,2,Orientation,Orientation,"So now that I am in Memphis, I have this idea in my head that I should be eating like Elvis Presley."
test,Elahe,28,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,Which would be fine if I were just going to be here for a weekend
test,Elahe,28,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,two months is a different story.
test,Elahe,28,Orientation,Action,Orientation,2,Orientation,Orientation,"Last semester, I participated in a house ""Biggest Loser"" contest in which about eight of us in the house competed to see who could lose the most weight within the span of two months."
test,Elahe,28,Orientation,Action,Orientation,2,Orientation,Orientation,"And after exercising almost every day and sneaking Cold Stone Creamery coupons underneath the doors of my competitors, I actually ended up coming in second"
test,Elahe,28,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,I know clergy aren't supposed to put themselves in a position where they are considered sexy
test,Elahe,28,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"but if people all of a sudden stop to appreciate the wonder of God's majesty just because I have been on a health kick, how can I be held responsible for the public's natural reaction?"
test,Elahe,28,Orientation,Stative - Consequence,Orientation,2,Orientation,Orientation,Then the contest ended
test,Elahe,28,Orientation,Stative- Local Context,Evaluation,1,Orientation,Orientation,afterwards let's just say that I was less committed.
test,Elahe,28,Orientation,Evaluation,Evaluation,2,Evaluation,Evaluation,"I never did let myself go completely though,"
test,Elahe,28,Orientation,Evaluation,Evaluation,2,Evaluation,Evaluation,"so when I arrived in Memphis I might have been mistaken for the ""G.I."" Elvis who wowed the girls on Ed Sullivan and married Priscilla."
test,Elahe,28,Evaluation,Stative - Consequence,Evaluation,2,Evaluation,Evaluation,"After two months of my Memphis diet though, I will most likely leave this town looking more like the ""John Goodman"" Elvis who would have married Rosanne."
test,Elahe,28,Evaluation,Action,Orientation,1,Orientation,Orientation,"During my first day at St. Patrick's Church, I began wondering what I should do for lunch."
test,Elahe,28,Orientation,Stative- Local Context,Orientation,2,Orientation,Orientation,We're blocks away from Beale Street;
test,Elahe,28,Action,Action,Evaluation,2,Action,Action,"I'm wondering if it might be a little too ""touristy"" when a friend from Arizona, at that exact moment, e-mails me to let me know about this old soda-fountain in the back of this local pharmacy on Union Ave."
test,Elahe,28,Orientation,Orientation,Orientation,3,Orientation,Orientation,Wiles-Smith is a pharmacy where Marty McFly would not look out of place;
test,Elahe,28,Action,Action,Action,3,Action,Action,"I order a ""Cherry Joe"" at the counter in the back and..."
test,Elahe,28,Action,Action,Action,3,Action,Action,the woman behind the counter showed me a book that has the recipe in it.
test,Elahe,28,Stative- Local Context,Orientation,Stative- Local Context,2,Stative- Local Context,Orientation,The shake has VODKA in it... seriously.
test,Elahe,28,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,It almost makes celibacy tolerable.
test,Elahe,28,Orientation,Orientation,Evaluation,2,Orientation,Orientation,"Gus's Fried Chicken (lunch two days later) looks exactly like a place you would think a place named ""Gus' Fried Chicken"" would look like."
test,Elahe,28,Orientation,Action,Orientation,2,Orientation,Orientation,"For the past fifteen years of my life, I have been telling people that when I went on a Spring Break Outreach trip during college to Jackson, Mississippi, I ate at a restaurant that served fried pickles."
test,Elahe,28,Orientation,Evaluation,Orientation,2,Orientation,Orientation,"Because I have never since seen fried pickles on any menu since, I would regularly tell people that I had once eaten them;"
test,Elahe,28,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,it's kind of like how the early apostles would tell everyone they ever encountered about meeting Jesus
test,Elahe,28,Evaluation,Stative- Local Context,Evaluation,2,Evaluation,Evaluation,"yes it was to share with others,"
test,Elahe,28,Evaluation,Stative- Local Context,Evaluation,2,Evaluation,Evaluation,but it was also in part to remind themselves that what they had experienced was real.
test,Elahe,28,Stative- Local Context,Orientation,Stative- Local Context,2,Stative- Local Context,Orientation,"Well, on the menu of Gus' Fried Chicken is fried pickles;"
test,Elahe,28,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,my life has indeed come full circle.
test,Elahe,28,Evaluation,Action,Evaluation,2,Evaluation,Evaluation,The friend who took me told me that Maxim magazine rated Gus's one of the ten places in the world worth flying to just to dine here.
test,Elahe,28,Evaluation,Orientation,Evaluation,2,Evaluation,Evaluation,While I sometimes disagree on their picks for hottest women in the world
test,Elahe,28,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"(Paris Hilton is... not... sexy),"
test,Elahe,28,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,on this count those metro-sexual editors are right on the money.
test,Elahe,28,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"Believe it or not,"
test,Elahe,28,Action,Action,Stative- Local Context,2,Action,Action,"I had my first BBQ yesterday, ironically at the halfway mark of my stay here."
test,Elahe,28,Evaluation,Stative- Local Context,Evaluation,2,Evaluation,Evaluation,Part of it was pressure
test,Elahe,28,Evaluation,Stative- Local Context,Evaluation,2,Evaluation,Evaluation,"everybody says where the best ""Q"" is, and... it's a lot of pressure to pick THE BEST BBQ."
test,Elahe,28,Stative- Local Context,Action,Stative- Local Context,2,Stative- Local Context,Orientation,I have received four e-mails so far on the topic and none of the selections have overlapped.
test,Elahe,28,Action,Action,Action,3,Action,Action,"Finally, the decision was made for me when some of the staff from St. Patrick's took me out to lunch to (drumroll) Neely's."
test,Elahe,28,Stative- Local Context,Orientation,Stative- Local Context,2,Stative- Local Context,Orientation,They had a platter of BBQ samples fit for two...
